registration,make,model,procSpeed
IYvghzp,HP,Omen,3.1
bCp0jxa,Razer,Blade,3.1
xfeIhoq,Razer,Blade,3.7
mpMesa3,Asus,ROG,3.0
YFEZ1XO,MSI,Raider,3.4
ZYoeHkO,Alienware,Area-51,3.1
nPkgU28,Lenovo,Legion,3.5
aToWQUo,Alienware,Area-51,3.4
IcSsTDt,Razer,Blade,3.2
po6iIeQ,Razer,Blade,3.7
fKqr4rt,Razer,Blade,3.3
3YufqE3,Razer,Blade,3.4
LNknN7A,MSI,Raider,3.3
FRNFua1,MSI,Raider,3.6
6WemvzD,Razer,Blade,3.6
Y1g8jeo,Razer,Blade,3.2
lSIEIqv,HP,Omen,3.4
tLaqqF5,HP,Omen,3.6
5zPgGCA,Razer,Blade,3.2
HlgCKyV,Razer,Blade,3.0
kvjLuR1,Razer,Blade,3.2
MXF1FxX,Razer,Blade,3.3
7wedf85,HP,Omen,3.1
qJ6X81O,Razer,Blade,3.2
JDx6f4y,HP,Omen,3.8
i6SIESp,Acer,Predator,3.3
ZOGuPsa,Lenovo,Legion,3.3
iHLtLtX,Asus,ROG,3.0
W3gwdK0,HP,Omen,3.8
bLOxMIM,Acer,Predator,3.0
OhW6Mt9,Razer,Blade,3.3
QNiBCfd,Asus,ROG,3.3
SOONSKr,Razer,Blade,3.6
CIib7qX,Razer,Blade,3.3
NQilYXl,Razer,Blade,3.5
WRGW9o4,Razer,Blade,3.6
MXUoh8Q,Razer,Blade,3.1
Jfa3BIc,Acer,Predator,3.0
3WBmU6Q,Razer,Blade,3.7
ghrrXcs,Razer,Blade,3.2
u31UnYO,HP,Omen,3.6
C3rpn0E,Razer,Blade,3.5
qax1jWG,Alienware,Area-51,3.6
0XnbFpC,Razer,Blade,3.1
zdWEZyT,Razer,Blade,3.7
B2egPJj,MSI,Raider,3.3
Y2AryAs,Asus,ROG,3.6
2NkUR1y,Razer,Blade,3.5
k6qP8Fs,Razer,Blade,3.1
5VgyIM1,Razer,Blade,3.5
Lew1QI7,MSI,Raider,3.7
HIdDB84,Razer,Blade,3.2
UvUrlaY,Alienware,Area-51,3.8
fnnyxR0,Razer,Blade,3.0
VbdfJMu,Razer,Blade,3.2
QeN6woD,Asus,ROG,3.8
OHtnpOj,Razer,Blade,3.2
imdV3T2,Razer,Blade,3.6
7FwsDpY,Asus,ROG,3.6
vMw1C3H,Asus,ROG,3.1
ogn5wBg,Razer,Blade,3.0
sB5JMkM,Alienware,Area-51,3.4
VCV1sY7,HP,Omen,3.6
qpe67TB,Lenovo,Legion,3.1
hpGwBf9,Razer,Blade,3.4
ZOzPdCF,Lenovo,Legion,3.2
FnLSMoQ,MSI,Raider,3.3
hPZA1Yr,Razer,Blade,3.6
aZF3OuV,HP,Omen,3.3
It1XppM,Razer,Blade,3.0
lHkCZoS,Razer,Blade,3.6
C8GeB7J,Razer,Blade,3.7
qCpjo9s,Razer,Blade,3.3
vsn6bm6,Acer,Predator,3.8
XHmKkz8,Lenovo,Legion,3.8
zUnXE6N,Asus,ROG,3.6
NZsUcoU,HP,Omen,3.8
wPh5WsR,Razer,Blade,3.0
tvYJQDd,Razer,Blade,3.4
XICWhPQ,MSI,Raider,3.8
qgOcklX,Lenovo,Legion,3.7
gxmxCok,Razer,Blade,3.4
8PUqyzK,Acer,Predator,3.4
2P3xuMh,HP,Omen,3.3
s5sHLSh,Razer,Blade,3.4
gtVk2Mv,Alienware,Area-51,3.5
QOhfhfO,Razer,Blade,3.0
b19zAAu,Razer,Blade,3.6
ZNVw1Lw,Razer,Blade,3.8
l4E9wYZ,Razer,Blade,3.0
EEM3ojB,Razer,Blade,3.3
MqyF929,Razer,Blade,3.8
HESBpDV,MSI,Raider,3.6
HZqR0PA,Razer,Blade,3.4
OWKnpMc,MSI,Raider,3.1
KGuYAtN,Razer,Blade,3.0
0acl91y,HP,Omen,3.1
FdIioMy,Razer,Blade,3.0
WzbJOcQ,Razer,Blade,3.6
qsZKwtm,HP,Omen,3.0
ffvcZeS,Razer,Blade,3.3
ua4etoj,HP,Omen,3.8
1M9EnOf,Razer,Blade,3.0
RbaozhZ,Razer,Blade,3.8
93xchml,Razer,Blade,3.2
9vBzn7b,Asus,ROG,3.4
5qJqloH,Razer,Blade,3.8
JasB6pm,Razer,Blade,3.8
HB5QCCo,MSI,Raider,3.3
wxisSob,HP,Omen,3.4
LyCybyb,Asus,ROG,3.5
C2KmiWk,Razer,Blade,3.3
Erjk7wO,Razer,Blade,3.4
z8gWPDP,Razer,Blade,3.5
ViaKId6,Razer,Blade,3.0
GuwCkZQ,MSI,Raider,3.6
iEmXsHe,Razer,Blade,3.3
iCFIEpw,Lenovo,Legion,3.0
zpqYP27,Razer,Blade,3.7
26d82d5,Lenovo,Legion,3.8
9a2yFey,Acer,Predator,3.6
yz43dvu,HP,Omen,3.5
iIWDiS9,Asus,ROG,3.8
w4u3gHw,Razer,Blade,3.1
t0b4QQH,Razer,Blade,3.4
7WiHyAz,Razer,Blade,3.5
Vapxkxe,HP,Omen,3.3
qcADMcG,Razer,Blade,3.5
HOBaop5,Razer,Blade,3.3
4cFwCxy,Razer,Blade,3.8
ORY25v4,Razer,Blade,3.7
rFdcusO,Alienware,Area-51,3.2
yvbeLoE,Razer,Blade,3.5
IBoQqRL,Asus,ROG,3.7
fs9jeMd,Razer,Blade,3.3
37O1MXt,Asus,ROG,3.8
lAyXfSB,Alienware,Area-51,3.8
XzbeMOW,Razer,Blade,3.5
FMeqv1q,Lenovo,Legion,3.7
ZovU5WW,Razer,Blade,3.8
3I0QxRK,MSI,Raider,3.1
PGEEaO0,Razer,Blade,3.0
cVTUDEg,Acer,Predator,3.8
phRTp0O,Asus,ROG,3.6
PFqQLDX,Razer,Blade,3.4
0flmILO,Acer,Predator,3.3
pUwtOP3,Razer,Blade,3.3
QFP9Jgl,Razer,Blade,3.8
OxnxY0M,Razer,Blade,3.3
3n7pUTL,Asus,ROG,3.0
Ja86nOF,Razer,Blade,3.5
NE9wH1T,Razer,Blade,3.3
TuUzf4m,Razer,Blade,3.4
SGt2YyC,Razer,Blade,3.1
0dmJHbf,Razer,Blade,3.2
0b2D5Xp,Asus,ROG,3.0
Nw9Oz8M,Razer,Blade,3.6
iFJAEiz,Razer,Blade,3.4
qRDYZXr,Razer,Blade,3.4
uo9QZwe,Razer,Blade,3.3
GoqNGK2,Acer,Predator,3.2
ocY6meT,Razer,Blade,3.6
PiexJYS,Razer,Blade,3.6
juXFL4n,Razer,Blade,3.8
XZEoUVL,HP,Omen,3.7
ux7Lz59,Razer,Blade,3.4
HPzjH5M,Razer,Blade,3.4
LlFwrwS,Acer,Predator,3.6
waBI3Ea,Acer,Predator,3.6
SALpICj,Razer,Blade,3.4
MLoMlOW,Razer,Blade,3.5
5x7Il2J,Razer,Blade,3.2
hVWWgcx,Razer,Blade,3.5
ZLp1DZf,Asus,ROG,3.8
E85h00Q,Razer,Blade,3.0
HN6qPwF,Razer,Blade,3.8
gTvCNYm,Asus,ROG,3.4
cqHYH0H,Razer,Blade,3.8
kxsN608,Razer,Blade,3.4
4Gd9CRP,Razer,Blade,3.7
BZif0mv,HP,Omen,3.0
LjYpNFx,Razer,Blade,3.5
3Hlmhp5,Acer,Predator,3.8
iiV8RwY,Razer,Blade,3.6
emJFPi8,Razer,Blade,3.6
xLYP7kW,Razer,Blade,3.6
zJYbliy,Lenovo,Legion,3.5
JFzjydM,Razer,Blade,3.7
ZWxSSfm,Razer,Blade,3.2
KZxt47N,Asus,ROG,3.4
VC7UXns,Alienware,Area-51,3.7
y8U3PWm,Lenovo,Legion,3.2
XCqnHG6,Razer,Blade,3.8
Odor1Qu,Acer,Predator,3.6
aEq3GQY,Acer,Predator,3.0
4zbmPiT,Acer,Predator,3.8
Iw4EX4d,MSI,Raider,3.7
1dv5fxa,Razer,Blade,3.7
aP0ZQYm,Acer,Predator,3.5
8h5e6Ch,Lenovo,Legion,3.8
eAgxGQ9,HP,Omen,3.2
FEPIPWX,Razer,Blade,3.3
X7KZ6nj,Razer,Blade,3.3
CAZ6YMb,Razer,Blade,3.8
W9AzAo4,Lenovo,Legion,3.5
jyoGJBE,Alienware,Area-51,3.2
KpFeCo8,Razer,Blade,3.0
hfpx5Il,Razer,Blade,3.0
S2svlik,Razer,Blade,3.6
5dW0GKW,Razer,Blade,3.1
Yn2hYhL,Razer,Blade,3.4
4PI8fpm,Razer,Blade,3.0
Tzp7aIj,Razer,Blade,3.5
xUrUdEx,Razer,Blade,3.0
bV4sPQr,Razer,Blade,3.6
c9Sy8Hg,Razer,Blade,3.7
JL2zoc1,Razer,Blade,3.6
Bsf3mpU,Razer,Blade,3.2
hDopHHa,Razer,Blade,3.2
JrPULJq,Acer,Predator,3.4
sE5utWy,Razer,Blade,3.0
jqkmlkX,MSI,Raider,3.5
s9DOSy4,Lenovo,Legion,3.2
7hChDdR,Lenovo,Legion,3.1
RmiW8Zj,Razer,Blade,3.3
SrEMn2a,Razer,Blade,3.1
6Rp3N1O,Razer,Blade,3.7
jEa1sQu,Lenovo,Legion,3.8
w1mQMRw,HP,Omen,3.4
sSu6tDL,Razer,Blade,3.2
FsMjb4j,Asus,ROG,3.0
ZxnAscV,Alienware,Area-51,3.1
9OQRwQW,Alienware,Area-51,3.7
igx63k5,Razer,Blade,3.1
Geenvqw,Razer,Blade,3.2
RerTGZl,Razer,Blade,3.3
KUivmwI,Razer,Blade,3.7
c61VWDy,Razer,Blade,3.1
tSv0oz8,Lenovo,Legion,3.4
udkZIEp,Razer,Blade,3.6
r5fFiK3,Razer,Blade,3.3
O4Hw6jU,Razer,Blade,3.8
QA4sUn1,Razer,Blade,3.1
rdVnBNT,Razer,Blade,3.4
HPXKF00,Acer,Predator,3.2
JyTgPe6,Razer,Blade,3.0
4F6D79x,Razer,Blade,3.2
8MLdNBT,Razer,Blade,3.3
mtAOAhV,HP,Omen,3.1
mXnsurx,Asus,ROG,3.2
nuM81Dt,Acer,Predator,3.7
edQrQY2,Alienware,Area-51,3.4
pyvG76v,Razer,Blade,3.1
i3rmWBa,Lenovo,Legion,3.1
mW1LCY4,Razer,Blade,3.5
LxUqqDc,Razer,Blade,3.3
SNuScet,HP,Omen,3.2
VyCxMZd,Asus,ROG,3.1
liM94rn,Razer,Blade,3.0
nni0SKA,Razer,Blade,3.2
iHIqgcf,Razer,Blade,3.3
6AjLhmU,Razer,Blade,3.4
EXz4js6,Razer,Blade,3.0
mchsJfr,Razer,Blade,3.5
v5pPHwz,Razer,Blade,3.4
7waaicV,Razer,Blade,3.8
BqQJEDL,HP,Omen,3.8
xnTkpee,Razer,Blade,3.2
yWzcqP8,Razer,Blade,3.0
dZIIHkQ,Razer,Blade,3.5
gpLI8vN,MSI,Raider,3.5
oKesP7r,Razer,Blade,3.1
qEeSScE,Razer,Blade,3.8
ZSZIWHh,Razer,Blade,3.2
PtrkSTH,Razer,Blade,3.2
FON8ea8,Asus,ROG,3.6
bymF923,Razer,Blade,3.4
s8I3AjG,Acer,Predator,3.0
h8Sdvxk,HP,Omen,3.1
bJByqL2,MSI,Raider,3.8
68Wfncp,HP,Omen,3.0
vrJLbnW,Razer,Blade,3.2
mtnekRv,Razer,Blade,3.0
ImCyGxk,Razer,Blade,3.4
lPKKvSZ,Razer,Blade,3.1
tjyMKcm,Razer,Blade,3.3
nlrJ5Kz,Razer,Blade,3.4
R1enOCO,Razer,Blade,3.0
Z1Lwv01,Razer,Blade,3.5
A3J1bmj,Razer,Blade,3.5
16sQ8Cn,MSI,Raider,3.5
BGqKYOe,Razer,Blade,3.4
g4FBiju,Asus,ROG,3.7
ugYcqem,Razer,Blade,3.4
odu69Ed,Acer,Predator,3.4
lfvrLbt,Acer,Predator,3.0
9bTFKzk,Razer,Blade,3.1
XKGoG59,Razer,Blade,3.3
AsgLWzB,Lenovo,Legion,3.7
X3JkN7l,HP,Omen,3.7
sK20YD6,Razer,Blade,3.2
poT2vrW,Razer,Blade,3.3
oTC9AeF,Razer,Blade,3.4
7CUZQKl,Asus,ROG,3.0
Eu4m1sC,Razer,Blade,3.1
13M2r0U,HP,Omen,3.5
57pTtdB,MSI,Raider,3.6
I4aNBX0,Razer,Blade,3.0
OGooszb,Lenovo,Legion,3.3
5mx6NG3,HP,Omen,3.2
QERpL8K,Razer,Blade,3.2
eI9nkNx,Razer,Blade,3.4
63KbU79,Razer,Blade,3.7
rNtL3ub,MSI,Raider,3.6
uxIhdQZ,Razer,Blade,3.0
NnizQ6o,Razer,Blade,3.6
m84fT8y,Razer,Blade,3.7
o2VseCb,Alienware,Area-51,3.5
vHLtiCC,Razer,Blade,3.4
Z1AS2dz,Razer,Blade,3.4
jhk8lDS,Razer,Blade,3.2
VzyDJqw,Razer,Blade,3.4
hBlhwUT,Razer,Blade,3.0
qAJigQ3,Razer,Blade,3.2
FtD7hTw,Razer,Blade,3.7
0vE2AoF,Razer,Blade,3.3
yb3nKJW,Razer,Blade,3.1
AOexUhv,Asus,ROG,3.8
nPIvH8L,Alienware,Area-51,3.5
YDOF70V,Lenovo,Legion,3.3
MnNF8cu,Razer,Blade,3.0
FPd8YsF,Razer,Blade,3.2
BwKco75,Acer,Predator,3.7
TtX6dZl,Razer,Blade,3.6
jmlbTFP,Asus,ROG,3.1
v9Myjd8,Razer,Blade,3.2
HGQLwp1,Acer,Predator,3.5
YemxeXZ,Alienware,Area-51,3.8
MD9xatB,Razer,Blade,3.2
pivxWTa,Lenovo,Legion,3.4
TqagyBU,Acer,Predator,3.3
pYvc6sK,Razer,Blade,3.2
jPpa1TC,HP,Omen,3.2
7eZceEA,Razer,Blade,3.6
LiRNy5c,Lenovo,Legion,3.8
pjTIu52,Asus,ROG,3.0
kfkWibE,Acer,Predator,3.7
8datMc8,HP,Omen,3.7
9OnaOjh,Razer,Blade,3.5
mHg3y99,Razer,Blade,3.0
uwb3jkf,Razer,Blade,3.7
HB1u5Lj,Asus,ROG,3.2
OAWhr7k,Razer,Blade,3.5
ss14N80,Razer,Blade,3.4
itD7ayb,Razer,Blade,3.5
tblNrvG,Razer,Blade,3.5
M4iX8iO,MSI,Raider,3.2
VlTx17F,HP,Omen,3.6
JLmWKm5,Razer,Blade,3.7
9LWKejA,Asus,ROG,3.0
P9YMXcr,Razer,Blade,3.1
JEtowuR,MSI,Raider,3.8
ixbmg5l,Razer,Blade,3.2
DbE84w6,Razer,Blade,3.0
7MuRJSG,Razer,Blade,3.3
8gvu7sy,Alienware,Area-51,3.4
WwBsOWj,Razer,Blade,3.7
d1o0Ehq,Acer,Predator,3.1
lYBVnOs,HP,Omen,3.0
Q43xrB8,HP,Omen,3.1
jvoAcya,Razer,Blade,3.1
Mu07ptB,Asus,ROG,3.5
04xqG9O,Razer,Blade,3.1
AvhipUu,MSI,Raider,3.6
1ixPrNU,Razer,Blade,3.5
pOszlQs,Razer,Blade,3.6
N9v6g9F,Razer,Blade,3.8
1UZcltk,Razer,Blade,3.6
OtEXXY9,Razer,Blade,3.4
ze2bqMD,MSI,Raider,3.0
ZeZoWPZ,Asus,ROG,3.2
5rj1wYL,Razer,Blade,3.3
HM4fyVL,Razer,Blade,3.8
SZNqYKR,Lenovo,Legion,3.2
CfhSzKl,HP,Omen,3.8
eCeDGjx,Alienware,Area-51,3.7
TnXNVuK,Razer,Blade,3.0
yt2VoCz,Razer,Blade,3.2
sV7gv29,Acer,Predator,3.7
DciCb9b,Razer,Blade,3.3
cEVoZj3,Acer,Predator,3.7
rXVkjZ6,Asus,ROG,3.6
ibXM3fE,Razer,Blade,3.5
Pqkr1IE,Razer,Blade,3.7
ZdoGt3j,Razer,Blade,3.1
XkVDH8u,Acer,Predator,3.4
ZKYwX1y,Lenovo,Legion,3.0
lwZAA9p,Razer,Blade,3.4
BLpDRAt,HP,Omen,3.1
pmPWSS3,MSI,Raider,3.3
hDZawuC,MSI,Raider,3.3
mBOUYj3,Razer,Blade,3.7
xXnTVgv,Razer,Blade,3.4
vfu6NCe,Asus,ROG,3.2
F0Pzj1N,Razer,Blade,3.3
rf4gdDE,Razer,Blade,3.1
cT1Yoj6,Razer,Blade,3.7
kMdWfCl,Asus,ROG,3.4
AD5MygI,Razer,Blade,3.5
05Mthen,MSI,Raider,3.8
TrYqYoq,Alienware,Area-51,3.5
3DCxnuE,MSI,Raider,3.1
5OE2xMB,MSI,Raider,3.5
OI4NTm5,HP,Omen,3.4
Igdchcg,Alienware,Area-51,3.6
0HgUdam,Razer,Blade,3.0
NwP3Dxv,Acer,Predator,3.5
4XMhtmn,Razer,Blade,3.2
4tv7JPz,Asus,ROG,3.0
ntTHaP1,Lenovo,Legion,3.1
augnU1T,Asus,ROG,3.2
GKcGPBW,HP,Omen,3.6
DTqn05k,Razer,Blade,3.3
FkFNkcr,Razer,Blade,3.6
qPiJrXm,Acer,Predator,3.8
GvIPbZv,Alienware,Area-51,3.0
OpzzxIw,Razer,Blade,3.4
bgUyy12,Razer,Blade,3.3
5tENZBN,Alienware,Area-51,3.5
LfX5V0W,Razer,Blade,3.2
fmI6DdU,Alienware,Area-51,3.7
Im8TyNQ,Razer,Blade,3.1
VULy8wi,Razer,Blade,3.3
QbIvbDA,HP,Omen,3.2
IbWrYIR,Razer,Blade,3.1
gTRTvJs,Razer,Blade,3.6
DPF5T2L,Razer,Blade,3.4
1RRST3z,Razer,Blade,3.6
w0L35cd,Acer,Predator,3.8
9DJjfPs,Razer,Blade,3.7
WLhgWCf,Razer,Blade,3.0
CN7zoMT,Razer,Blade,3.6
XXMOF8d,Razer,Blade,3.5
PFtk4Fi,Razer,Blade,3.4
bZrABnM,HP,Omen,3.2
UP4riiq,Razer,Blade,3.0
O4bcRQi,Razer,Blade,3.1
79T0udw,HP,Omen,3.0
5MwGBOn,MSI,Raider,3.5
b9vQNGj,Alienware,Area-51,3.1
wrWIMn7,MSI,Raider,3.3
DMFEWkG,Razer,Blade,3.3
Mx6R548,MSI,Raider,3.0
Ml8z2g7,Alienware,Area-51,3.5
XweVdaC,Razer,Blade,3.7
rNhKRer,Acer,Predator,3.1
h4IOBXH,Razer,Blade,3.3
cryvMjs,Razer,Blade,3.3
hrs8lpa,HP,Omen,3.3
37j5JME,Razer,Blade,3.2
ze92JW5,Asus,ROG,3.3
RzE25LB,Razer,Blade,3.4
PYGpgtz,Asus,ROG,3.1
l4PMqyZ,Acer,Predator,3.3
Squ8nrM,Alienware,Area-51,3.6
ZW81kLq,Lenovo,Legion,3.0
67KcXMk,MSI,Raider,3.1
ruKOybd,Razer,Blade,3.5
kdo2dQm,Razer,Blade,3.1
5d1dVOj,Razer,Blade,3.2
8CpRT2l,Asus,ROG,3.2
36UVwAO,Razer,Blade,3.7
GgSxWC1,MSI,Raider,3.4
ahOpT6b,Acer,Predator,3.8
xhE1gtw,Lenovo,Legion,3.0
DQMKfeM,Razer,Blade,3.8
ruBKHFX,Asus,ROG,3.6
xwtDjta,Razer,Blade,3.8
SUaV8un,MSI,Raider,3.2
LC5WomV,Razer,Blade,3.8
XVtXrML,Razer,Blade,3.8
5FSn232,Razer,Blade,3.3
4BWmDLk,MSI,Raider,3.1
jFDakdq,Alienware,Area-51,3.1
BVd373c,Acer,Predator,3.6
pk6fYvL,Razer,Blade,3.7
xrpaZrC,Asus,ROG,3.7
fNWCCCn,Razer,Blade,3.3
HtBQR4B,Razer,Blade,3.4
Dju2DEl,Razer,Blade,3.1
lzsQIOA,Razer,Blade,3.2
QvFqe9s,Asus,ROG,3.0
ixlyVQs,HP,Omen,3.0
VNyG65S,Alienware,Area-51,3.6
5TlG8Z1,MSI,Raider,3.3
eyX1Q0M,Razer,Blade,3.3
obvYZEA,HP,Omen,3.5
MDXFcvr,Razer,Blade,3.3
cyoGvBM,Razer,Blade,3.1
loxPSOz,Acer,Predator,3.6
aeqFy5y,MSI,Raider,3.5
XG4zlLX,MSI,Raider,3.5
dacH60D,Razer,Blade,3.4
MMtMRY0,Razer,Blade,3.8
VYcndT3,Asus,ROG,3.0
XRcVSzA,Razer,Blade,3.8
54VsgQH,MSI,Raider,3.8
fkSePBo,Lenovo,Legion,3.8
Ol8s3A7,Alienware,Area-51,3.4
1ZqAp9Z,Alienware,Area-51,3.8
Wm5wY0N,HP,Omen,3.5
JfMyGXK,Alienware,Area-51,3.8
LyMeZPW,Razer,Blade,3.4
KVTM267,Alienware,Area-51,3.6
PPFfvry,Razer,Blade,3.5
uPx2h1I,Acer,Predator,3.3
nC8pTRM,Razer,Blade,3.3
2Vh5Ni5,Asus,ROG,3.7
pvmLqNm,MSI,Raider,3.6
xCvH67X,Asus,ROG,3.7
ofPnn3C,Razer,Blade,3.5
8TDL89g,HP,Omen,3.1
LW11kmV,Razer,Blade,3.0
e7OxWbg,Razer,Blade,3.7
4tFIeAy,Razer,Blade,3.7
z41D0Oi,Razer,Blade,3.0
0pfSpWy,HP,Omen,3.0
H2dr69E,Razer,Blade,3.6
8vZq1z3,Razer,Blade,3.4
VuHwtN2,HP,Omen,3.8
1rU4M7o,Razer,Blade,3.2
3AV6nwZ,MSI,Raider,3.6
Qwwe2sc,Asus,ROG,3.1
IQhq6OD,Razer,Blade,3.5
F2s79hQ,HP,Omen,3.1
J0unn1L,Alienware,Area-51,3.1
yaBgMSv,Razer,Blade,3.8
CdzS1v0,Razer,Blade,3.0
puoziuN,Razer,Blade,3.2
Y5RXuyM,Alienware,Area-51,3.2
RiDIuWE,Razer,Blade,3.6
2UyXw10,Razer,Blade,3.4
bXbxjLv,Asus,ROG,3.2
Ist5wJA,Razer,Blade,3.6
g7zFlGC,Acer,Predator,3.6
LuXJF8C,HP,Omen,3.1
cjZAzBY,Lenovo,Legion,3.0
nDyG78T,Razer,Blade,3.7
zvNKv7p,Razer,Blade,3.8
qkifYt4,Acer,Predator,3.6
kvy7Gpu,Razer,Blade,3.3
1avsC45,Lenovo,Legion,3.6
VyWVnGl,Razer,Blade,3.3
iCzZEN7,Razer,Blade,3.5
wara1nB,Razer,Blade,3.4
oqgwegt,Asus,ROG,3.4
zk9BYys,Razer,Blade,3.4
atvELGH,Razer,Blade,3.2
sFXzkbS,Razer,Blade,3.8
MVzAuvQ,Razer,Blade,3.6
SvmlTpj,Razer,Blade,3.4
n1jVIZc,Razer,Blade,3.3
ZY5PMp9,Razer,Blade,3.2
EL9px55,Asus,ROG,3.7
sCSQxEI,HP,Omen,3.3
24KJIS6,Acer,Predator,3.2
t64XBIx,Lenovo,Legion,3.6
WbMVJUY,Asus,ROG,3.8
YwPV44F,MSI,Raider,3.2
tRdoFzr,Razer,Blade,3.6
sulzcDp,Razer,Blade,3.3
1fQCLmc,Razer,Blade,3.1
9NJGF9O,Alienware,Area-51,3.5
5TPhhMV,Asus,ROG,3.2
3PZmy56,Razer,Blade,3.5
YbBwAeN,Razer,Blade,3.2
RRhNW6U,Razer,Blade,3.0
ggnamMc,Razer,Blade,3.6
6QhBPHe,Razer,Blade,3.7
rosovYR,Razer,Blade,3.2
4gMwCds,Razer,Blade,3.7
kIC5W9J,Razer,Blade,3.6
u9EohKF,Razer,Blade,3.6
7KezwGk,Lenovo,Legion,3.5
ZuK9IrP,Razer,Blade,3.5
pywUlJg,Razer,Blade,3.7
RDIUZyP,Asus,ROG,3.7
o142pUH,MSI,Raider,3.7
TiZ9FiW,Razer,Blade,3.5
NJblUH4,Razer,Blade,3.5
R4P6Opd,Lenovo,Legion,3.6
tNAESII,Razer,Blade,3.2
9xvi8jl,Razer,Blade,3.3
YeZndkX,Lenovo,Legion,3.1
vbmVnRJ,HP,Omen,3.8
ykxgjL0,Razer,Blade,3.4
CogBjhh,Acer,Predator,3.1
19DexoR,Acer,Predator,3.1
sMTO8Rs,Razer,Blade,3.7
7yfbH1x,Razer,Blade,3.5
B7bpKkb,Razer,Blade,3.5
CsA7trs,Asus,ROG,3.6
8xPinJ8,Alienware,Area-51,3.7
WccnSXK,Razer,Blade,3.0
28JeFRr,Razer,Blade,3.7
aOyMzLB,Razer,Blade,3.5
ZQmJY6I,Acer,Predator,3.7
bjtq0Dp,Razer,Blade,3.0
a2O2yRi,HP,Omen,3.6
R0Tk32F,Razer,Blade,3.8
fBnhXdt,Alienware,Area-51,3.1
381tIdv,Lenovo,Legion,3.8
3sSQcTl,Alienware,Area-51,3.0
wdq63m5,Razer,Blade,3.0
d2nL1ML,Razer,Blade,3.2
XHvTttW,Acer,Predator,3.1
7QlG8yD,MSI,Raider,3.5
4MrGsiW,Razer,Blade,3.8
xRfefDu,Alienware,Area-51,3.2
ReDorPV,Razer,Blade,3.7
N1OEfFW,Razer,Blade,3.3
x92lu6w,Razer,Blade,3.5
hZqTjSt,Razer,Blade,3.5
Ce75zy1,Lenovo,Legion,3.3
7FjmnEr,Lenovo,Legion,3.7
Q5eXdeU,Lenovo,Legion,3.8
kOUltDx,HP,Omen,3.7
OjxliFl,Razer,Blade,3.3
MWLVT1j,MSI,Raider,3.7
9aEpe81,Razer,Blade,3.7
VgT1M80,HP,Omen,3.8
22r41dl,MSI,Raider,3.4
7Mj9tJ9,Razer,Blade,3.5
mHEksK7,Asus,ROG,3.8
P2Z0mIR,Razer,Blade,3.6
RspQvcd,Razer,Blade,3.8
dcqfsqR,Acer,Predator,3.6
uuUJ1CS,Razer,Blade,3.7
Bms3wSC,Razer,Blade,3.5
ffD5Qth,Alienware,Area-51,3.0
z9rZz6O,Razer,Blade,3.8
TxQEsSK,Razer,Blade,3.2
tiYy7lZ,Razer,Blade,3.0
1qPkzYB,Razer,Blade,3.8
9yyRpm2,Alienware,Area-51,3.2
ZYQWim2,Razer,Blade,3.8
em8J3al,Razer,Blade,3.0
RsUKkYq,Asus,ROG,3.0
B8GvXAk,Razer,Blade,3.7
1V1cYh0,Razer,Blade,3.2
gH6q7xz,Razer,Blade,3.4
8TLxlWD,Razer,Blade,3.4
mrGi4rq,Razer,Blade,3.8
nBPLd55,Razer,Blade,3.6
2fn2fxl,Razer,Blade,3.7
J6iAWKJ,Razer,Blade,3.8
eRrM0Ob,Razer,Blade,3.3
6FLacTs,Razer,Blade,3.6
8tus2V5,Razer,Blade,3.2
m8cCoxh,HP,Omen,3.6
f055L8I,Razer,Blade,3.4
9Qk4aze,Asus,ROG,3.2
C7ygN3a,Alienware,Area-51,3.0
9mwUlur,HP,Omen,3.0
hbJiIO6,HP,Omen,3.7
GV8sujs,Razer,Blade,3.0
7M2tXOI,Alienware,Area-51,3.0
wCfcrxL,MSI,Raider,3.3
MpV1IHa,Acer,Predator,3.8
3OOB60c,Razer,Blade,3.4
38Gl4ni,Asus,ROG,3.5
Bo7WfPj,Acer,Predator,3.1
KKFCnVr,Razer,Blade,3.7
Cb0ErBM,Lenovo,Legion,3.4
LKEUk18,Alienware,Area-51,3.5
o8aQzQD,Razer,Blade,3.8
ZizEvTh,HP,Omen,3.5
5ZvJXM1,Razer,Blade,3.3
Z1SQ5um,Razer,Blade,3.5
VkGUagh,Acer,Predator,3.7
hr1EUwU,HP,Omen,3.7
eOVxjI4,Razer,Blade,3.5
8OV2yHA,Lenovo,Legion,3.7
QSTZREB,Razer,Blade,3.2
xdHhUIM,Lenovo,Legion,3.2
asGhkR9,Razer,Blade,3.5
TRooVyI,Razer,Blade,3.4
fy5u3Uz,Razer,Blade,3.6
vLk2LRZ,Acer,Predator,3.1
rHeyMrw,Razer,Blade,3.2
XTyaC8u,Acer,Predator,3.7
lSUjs9E,Razer,Blade,3.0
THj9BD7,Acer,Predator,3.6
w2mxT1x,Razer,Blade,3.2
KW2ngFb,Asus,ROG,3.7
QBh1UKZ,Razer,Blade,3.4
6G3rWgp,Razer,Blade,3.4
eOPGpeU,MSI,Raider,3.7
eJay9LR,Razer,Blade,3.1
sg7J0uY,Razer,Blade,3.0
s7qqHk0,Acer,Predator,3.5
5nGRU9A,Acer,Predator,3.2
